ticker-view,name,description,exchange,close,type,typespecs,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,AnalystRating,AnalystRating.tr,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,TechRating_1D,TechRating_1D.tr,MARating_1D,MARating_1D.tr,OsRating_1D,OsRating_1D.tr,RSI,Mom,AO,CCI20,Stoch.K,Stoch.D,candlestick_patterns_1D,premarket_close,premarket_change,premarket_gap,premarket_volume,gap,volume,volume_change,postmarket_close,postmarket_change,postmarket_volume,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm,SMA10,SMA30,SMA50,SMA100,SMA200
[object Object],NVDA,NVIDIA Corporation,NASDAQ,210.69,stock,common,100.00,1.00,false,0.00,USD,2.95,241271170.00,1.56,5098698059082.00,USD,32.27,6.53,110.33,0.02,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,2.95,4.57,-4.07,18.37,19.26,10.99,46.31,1042.86,17653.53,481474.94,2.26,3.33,Buy,Buy,StrongBuy,Strong buy,Neutral,Neutral,50.37,-7.97,-5.59,-33.12,25.03,26.39,0.00,209.55,-0.54,-0.35,89339.00,1.31,241271170.00,87.96,0.00,0.00,0.00,57.27,32.27,0.28,19.69,26.11,40.90,48.45,63.78,5030940059082.00,19.85,31.00,30.40,206.76,215.20,209.31,195.77,189.90
[object Object],GOOG,Alphabet Inc. Class C,NASDAQ,367.46,stock,common,100.00,1.00,false,0.00,USD,1.48,29338901.00,1.36,4455983808723.00,USD,28.03,13.11,46.19,0.23,Technology services,america,Technology Services,StrongBuy,Strong buy,1.48,4.08,-6.57,20.85,21.17,15.70,107.28,192.24,951.73,1197.37,2.68,2.67,Buy,Buy,Buy,Buy,Sell,Sell,50.48,-1.81,-12.39,-33.30,61.59,53.83,0.00,362.10,-1.46,-0.81,20273.00,0.49,29338901.00,83.33,0.00,0.00,0.00,122.89,28.03,0.60,10.47,9.30,25.79,69.80,35.45,4423842986723.00,10.45,31.09,26.71,362.50,376.38,364.62,336.63,310.62
[object Object],GOOGL,Alphabet Inc. Class A,NASDAQ,368.03,stock,common,100.00,1.00,false,0.00,USD,1.17,44470067.00,1.44,4455983808723.00,USD,28.07,13.11,46.19,0.23,Technology services,america,Technology Services,StrongBuy,Strong buy,1.17,3.40,-7.29,20.48,21.97,16.13,109.10,205.42,936.25,14605.47,2.67,2.62,Neutral,Neutral,Buy,Buy,Sell,Sell,49.10,-4.16,-13.64,-44.29,57.07,51.00,0.00,362.71,-1.45,-1.11,24550.00,0.54,44470067.00,81.19,0.00,0.00,0.00,122.89,28.07,0.60,10.52,9.31,25.83,69.91,35.51,4423842986723.00,10.45,31.09,26.71,364.43,379.38,367.37,338.21,311.10
[object Object],AAPL,Apple Inc.,NASDAQ,298.01,stock,common,100.00,1.00,false,0.00,USD,0.70,85961793.00,1.65,4376979237699.00,USD,36.05,8.27,29.00,0.35,Electronic technology,america,Electronic Technology,Buy,Buy,0.70,1.46,0.35,20.18,9.50,9.46,52.09,128.71,1141.71,232089.05,2.24,2.31,Buy,Buy,Buy,Buy,Neutral,Neutral,50.94,-13.22,-2.62,-53.92,34.49,31.53,doji,297.20,-0.27,-0.54,14369.00,0.73,85961793.00,101.10,0.00,0.00,0.00,51.44,36.05,1.23,9.65,41.05,31.30,33.97,64.06,4393183237699.00,9.73,29.81,27.46,296.74,301.09,288.74,274.75,268.19
[object Object],MSFT,Microsoft Corporation,NASDAQ,379.40,stock,common,100.00,1.00,false,0.00,USD,0.13,59713985.00,1.71,2818348030637.00,USD,22.60,16.79,29.75,0.94,Technology services,america,Technology Services,StrongBuy,Strong buy,0.13,-4.00,-11.75,-1.91,-22.15,-21.67,-20.63,46.02,649.21,390136.88,2.39,2.65,Sell,Sell,StrongSell,Strong sell,Neutral,Neutral,34.91,-48.65,-26.35,-135.13,7.37,11.46,0.00,380.81,0.37,0.16,23028.00,-0.29,59713985.00,42.22,0.00,0.00,0.00,-9.74,22.60,0.76,8.86,6.80,16.60,38.74,36.09,2865508030637.00,9.00,19.24,14.88,396.22,413.93,412.98,405.61,451.35
[object Object],AMZN,"Amazon.com, Inc.",NASDAQ,244.39,stock,common,100.00,1.00,false,0.00,USD,2.90,75624291.00,1.79,2628929953591.00,USD,29.21,8.37,36.48,0.00,Retail trade,america,Retail Trade,StrongBuy,Strong buy,2.90,2.72,-6.74,17.84,7.77,5.64,13.62,40.60,585.05,200426.77,3.08,2.81,Sell,Sell,Sell,Sell,Neutral,Neutral,44.03,-9.40,-16.99,-73.62,24.11,23.84,tweezer_bottom_bullish,242.30,-0.86,-0.16,27109.00,1.10,75624291.00,68.88,0.00,0.00,0.00,30.48,29.21,0.78,3.48,5.95,17.89,0.00,18.21,2709812953591.00,3.65,30.04,16.87,242.74,257.83,257.10,235.41,232.80
[object Object],TSM,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",NYSE,462.12,dr,0.00,100.00,1.00,false,0.00,USD,6.94,25816746.00,1.93,1970030737522.38,USD,38.41,12.03,54.81,0.57,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,6.94,11.82,18.64,37.26,61.37,48.12,115.24,300.52,1655.78,8756.66,3.40,3.67,StrongBuy,Strong buy,StrongBuy,Strong buy,Buy,Buy,63.43,17.20,19.34,179.52,66.66,61.40,0.00,465.65,0.76,0.23,38143.00,1.56,25816746.00,136.12,0.00,0.00,0.00,124.10,38.41,0.66,16.87,13.01,30.21,66.23,22.64,1899709389539.89,14.30,26.89,20.51,428.51,419.29,405.61,377.54,335.15
[object Object],AVGO,Broadcom Inc.,NASDAQ,411.35,stock,common,100.00,1.00,false,0.00,USD,4.70,45076009.00,1.10,1957030594175.00,USD,68.48,6.01,125.81,0.60,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,4.70,10.33,0.37,28.50,23.40,16.60,63.96,791.97,2496.91,24830.30,2.93,4.18,Buy,Buy,Buy,Buy,Neutral,Neutral,51.33,-7.56,-25.14,-11.11,18.71,14.64,0.00,406.50,-1.18,-0.92,32343.00,4.25,45076009.00,12.68,0.00,0.00,0.00,80.33,68.48,0.52,25.39,22.32,59.66,61.22,102.19,2002309594175.00,26.53,60.11,47.60,388.91,416.54,411.67,368.54,359.95
[object Object],TSLA,"Tesla, Inc.",NASDAQ,400.49,stock,common,100.00,1.00,false,0.00,USD,1.04,58379550.00,1.17,1504129721028.00,USD,365.88,1.09,-39.80,0.00,Consumer durables,america,Consumer Durables,Neutral,Neutral,1.04,3.14,-0.66,5.43,-17.95,-12.52,26.21,92.40,2636.84,31517.67,3.61,3.85,Sell,Sell,StrongSell,Strong sell,Neutral,Neutral,47.03,-17.96,-12.70,-85.15,34.37,37.94,long_lower_shadow_bullish,394.95,-1.38,-1.33,41703.00,0.43,58379550.00,34.11,0.00,0.00,0.00,39.32,365.88,0.00,14.33,17.88,85.73,202.42,31.44,1475635721028.00,15.08,278.58,127.34,399.65,417.82,402.49,400.07,416.96
[object Object],META,Meta Platforms Inc Class A,NASDAQ,577.22,stock,common,100.00,1.00,false,0.00,USD,1.70,28824036.00,1.54,1465228522512.00,USD,20.98,27.51,7.29,0.36,Technology services,america,Technology Services,StrongBuy,Strong buy,1.70,2.01,-5.21,-4.36,-13.38,-12.90,-17.33,74.34,407.36,1272.70,3.35,3.22,Sell,Sell,StrongSell,Strong sell,Neutral,Neutral,42.82,-50.35,-22.34,-100.47,28.76,32.84,0.00,575.50,-0.30,-0.38,5568.00,0.92,28824036.00,40.75,0.00,0.00,0.00,-3.75,20.98,2.83,6.77,6.01,11.94,30.67,18.15,1470477522512.00,6.84,16.60,13.45,580.79,602.87,621.90,628.59,654.92
