ticker-view,name,description,exchange,close,type,typespecs,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,AnalystRating,AnalystRating.tr,change,Perf.W,Perf.1M,Perf.3M,Perf.6M,Perf.YTD,Perf.Y,Perf.5Y,Perf.10Y,Perf.All,Volatility.W,Volatility.M,TechRating_1D,TechRating_1D.tr,MARating_1D,MARating_1D.tr,OsRating_1D,OsRating_1D.tr,RSI,Mom,AO,CCI20,Stoch.K,Stoch.D,candlestick_patterns_1D,premarket_close,premarket_change,premarket_gap,premarket_volume,gap,volume,volume_change,postmarket_close,postmarket_change,postmarket_volume,Perf.1Y.MarketCap,price_earnings_ttm,price_earnings_growth_ttm,price_sales_current,price_book_fq,price_to_cash_f_operating_activities_ttm,price_free_cash_flow_ttm,price_to_cash_ratio,enterprise_value_current,enterprise_value_to_revenue_ttm,enterprise_value_to_ebit_ttm,enterprise_value_ebitda_ttm,SMA10,SMA30,SMA50,SMA100,SMA200,price_target_average,price_target_high,price_target_low,price_target_median,earnings_per_share_forecast_next_fy,earnings_per_share_forecast_fq,earnings_per_share_forecast_next_fq,revenue_forecast_next_fy,revenue_forecast_fq,revenue_forecast_next_fq
[object Object],NVDA,NVIDIA Corporation,NASDAQ,218.29,stock,common,100.00,1.00,false,0.00,USD,-0.03,88718216.00,0.60,5260789014704.28,USD,27.59,7.91,125.15,0.13,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,-0.03,-5.54,-1.24,6.56,18.05,14.99,21.49,862.31,14767.36,498846.29,2.17,2.46,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,49.75,-9.69,8.28,-19.10,46.73,57.59,0.00,221.29,1.34,0.75,2387793.00,1.32,88718216.00,-16.12,218.36,0.03,11040246.00,30.44,27.59,0.22,17.50,23.02,39.45,41.74,53.35,5200280014704.28,17.16,26.32,25.84,222.50,218.97,212.58,211.24,197.47,333.90,710.29,180.00,318.20,9.26,2.09,2.47,408560291294.00,92270936574.00,108672703315.00
[object Object],AAPL,Apple Inc.,NASDAQ,332.27,stock,common,100.00,1.00,false,0.00,USD,1.75,50639857.00,1.13,4849208193522.44,USD,38.09,8.72,32.61,0.32,Electronic technology,america,Electronic Technology,Buy,Buy,1.75,1.21,8.91,12.24,30.06,22.04,46.46,120.59,1194.77,258782.10,2.77,2.21,StrongBuy,Strong buy,StrongBuy,Strong buy,Buy,Buy,62.79,17.69,5.63,172.57,67.69,54.38,0.00,327.63,0.32,-0.22,600833.00,0.27,50639857.00,-27.67,332.50,0.07,5847784.00,34.01,38.09,1.15,10.29,45.15,33.32,35.77,78.35,4871153193522.44,10.43,31.46,29.00,322.52,313.72,317.97,305.32,284.95,334.90,400.00,245.00,340.00,8.83,1.89,1.98,477379130262.00,109038899874.00,113210569717.00
[object Object],GOOGL,Alphabet Inc. Class A,NASDAQ,338.50,stock,common,100.00,1.00,false,0.00,USD,1.77,24589302.00,0.98,4127423777688.96,USD,17.01,19.91,112.02,0.26,Technology services,america,Technology Services,StrongBuy,Strong buy,1.77,-1.16,-2.26,-6.65,10.26,6.82,41.11,138.47,762.95,13425.53,1.80,1.69,Sell,Sell,Sell,Sell,Neutral,Neutral,46.79,-2.15,-9.50,-35.64,25.69,23.30,0.00,335.21,0.78,0.02,354340.00,0.73,24589302.00,4.38,338.44,-0.02,4038986.00,46.99,17.01,0.15,9.17,6.65,22.44,78.21,17.18,4020321223688.96,9.01,26.52,22.67,337.91,346.47,347.18,358.80,336.81,426.28,515.00,340.00,425.00,20.59,2.88,3.03,497967397902.00,116445882659.00,126790110409.00
[object Object],GOOG,Alphabet Inc. Class C,NASDAQ,335.45,stock,common,100.00,1.00,false,0.00,USD,1.53,15786907.00,0.96,4117594127943.14,USD,16.85,19.91,112.02,0.26,Technology services,america,Technology Services,StrongBuy,Strong buy,1.53,-1.10,-2.86,-7.10,9.39,5.62,39.69,134.25,761.69,1084.35,1.70,1.63,Sell,Sell,Sell,Sell,Neutral,Neutral,46.13,-2.26,-10.02,-32.74,25.73,24.42,0.00,332.80,0.73,0.02,236764.00,0.71,15786907.00,-3.85,335.59,0.04,2256815.00,46.99,16.85,0.15,9.11,6.59,22.24,77.51,17.03,4010491573943.14,8.99,26.46,22.61,334.81,344.02,345.18,356.45,335.59,425.94,515.00,340.00,425.00,20.59,2.88,3.02,497997768347.00,116425581881.00,126789240577.00
[object Object],MSFT,Microsoft Corporation,NASDAQ,495.63,stock,common,100.00,1.00,false,0.00,USD,0.65,14490101.00,0.69,3680323089881.83,USD,27.62,17.95,31.55,0.74,Technology services,america,Technology Services,StrongBuy,Strong buy,0.65,-2.82,-0.87,26.62,23.60,2.32,-1.32,66.57,785.05,509686.78,1.25,1.76,Buy,Buy,StrongBuy,Strong buy,Neutral,Neutral,56.68,-9.43,11.92,13.71,35.73,38.17,doji,495.51,0.62,-0.29,163759.00,0.65,14490101.00,-9.66,495.25,-0.08,3624410.00,-1.79,27.62,0.87,11.05,8.32,20.17,55.07,48.01,3732293089881.83,11.25,24.04,18.78,500.22,494.01,453.67,430.97,431.26,567.45,700.00,400.00,558.00,19.72,4.24,4.71,390636630515.00,87619545211.00,90596205571.00
[object Object],AMZN,"Amazon.com, Inc.",NASDAQ,256.78,stock,common,100.00,1.00,false,0.00,USD,1.94,26520280.00,0.80,2769709818561.97,USD,20.65,12.43,89.73,0.00,Retail trade,america,Retail Trade,StrongBuy,Strong buy,1.94,-0.88,-6.00,5.58,22.51,11.00,10.92,47.46,578.10,210593.01,1.52,1.82,Buy,Buy,Buy,Buy,Neutral,Neutral,48.91,0.52,-5.39,-65.45,21.08,22.60,0.00,254.04,0.85,0.17,407332.00,0.87,26520280.00,4.06,256.74,-0.02,4793360.00,14.11,20.65,0.23,3.54,5.02,17.35,0.00,22.71,2888433818561.97,3.72,29.36,16.64,257.15,263.81,255.25,255.41,239.80,330.76,405.00,230.00,330.00,12.78,1.82,1.96,828629900706.00,197034781840.00,202098264823.00
[object Object],SPCX,Space Exploration Technologies Corp,NASDAQ,151.21,stock,common,100.00,1.00,false,0.00,USD,2.04,78823936.00,1.02,2052081284975.47,USD,0.00,0.00,0.00,0.00,Communications,america,Communications,Buy,Buy,2.04,1.76,11.97,0.81,0.81,0.81,0.81,0.81,0.81,0.81,5.69,4.55,StrongBuy,Strong buy,StrongBuy,Strong buy,Buy,Buy,59.09,10.34,15.77,109.64,74.58,78.03,0.00,150.01,1.23,0.68,1960911.00,1.23,78823936.00,-33.54,150.85,-0.24,2876327.00,0.00,0.00,0.00,0.00,15.66,0.00,0.00,19.88,1991570284975.47,0.00,0.00,0.00,146.62,137.46,135.07,0.00,0.00,222.63,800.00,75.00,214.50,0.00,-0.23,0.14,0.00,6826708501.00,12774603898.00
[object Object],TSM,"Taiwan Semiconductor Manufacturing Co., Ltd. Sponsored ADR",NYSE,433.24,dr,0.00,100.00,1.00,false,0.00,USD,1.22,10626432.00,1.16,2006032126952.92,USD,31.27,13.86,57.78,0.65,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,1.22,2.69,0.14,3.14,25.97,38.87,66.41,252.40,1417.48,8203.17,1.92,1.96,Buy,Buy,StrongBuy,Strong buy,Neutral,Neutral,56.89,5.94,14.64,101.08,69.14,76.61,0.00,431.68,0.85,-0.09,125981.00,0.82,10626432.00,27.00,432.35,-0.21,1943687.00,98.73,31.27,0.53,15.54,11.13,25.47,56.31,20.34,1930446725229.57,13.52,24.20,18.94,424.39,420.47,418.93,418.56,375.95,543.66,650.00,440.00,535.00,16.78,3.81,4.40,168963492433.00,39834731029.00,45169043171.00
[object Object],AVGO,Broadcom Inc.,NASDAQ,361.99,stock,common,100.00,1.00,false,0.00,USD,0.32,21122939.00,0.72,1722196348391.25,USD,46.21,7.83,100.12,0.70,Electronic technology,america,Electronic Technology,StrongBuy,Strong buy,0.32,0.64,-15.08,-5.66,7.20,2.61,-2.48,621.10,2174.81,21838.79,2.18,2.63,Sell,Sell,StrongSell,Strong sell,Neutral,Neutral,42.24,-9.55,-20.11,-38.26,58.58,60.82,0.00,365.15,1.20,0.01,296870.00,1.11,21122939.00,-11.97,361.45,-0.15,4277719.00,22.35,46.21,0.46,19.79,17.34,43.52,44.90,73.79,1757640348391.25,19.73,40.61,33.77,364.69,382.95,383.09,396.67,370.20,537.25,715.00,350.00,537.50,11.63,3.22,3.80,105864823726.00,29240913570.00,34724507153.00
[object Object],META,Meta Platforms Inc Class A,NASDAQ,648.03,stock,common,100.00,1.00,false,0.00,USD,0.57,16901421.00,0.89,1650860412505.45,USD,24.41,26.55,-3.86,0.33,Technology services,america,Technology Services,StrongBuy,Strong buy,0.57,5.83,7.81,13.10,3.87,-2.22,-14.13,69.78,406.15,1441.09,2.90,2.94,Buy,Buy,StrongBuy,Strong buy,Neutral,Neutral,67.18,76.93,50.58,156.29,88.95,90.53,0.00,653.14,1.36,0.11,349012.00,1.42,16901421.00,-21.51,647.45,-0.09,1977693.00,-18.43,24.41,0.00,7.24,6.32,12.76,40.58,18.28,1672216412505.45,7.33,19.24,15.25,610.88,586.76,600.90,603.92,623.23,749.73,1000.00,580.00,750.00,31.38,7.19,6.74,254115539748.00,60223636026.00,63246263984.00
